,FIPS,year,state,state_po,county,candidatevotes,candidate,party,totalvotes,state_po
7615,48007.0,2012,Texas,TX,Aransas,6830.0,Mitt Romney,republican,9648,TX
7618,48009.0,2012,Texas,TX,Archer,3600.0,Mitt Romney,republican,4164,TX
7621,48011.0,2012,Texas,TX,Armstrong,828.0,Mitt Romney,republican,935,TX
7624,48013.0,2012,Texas,TX,Atascosa,7461.0,Mitt Romney,republican,12721,TX
7627,48015.0,2012,Texas,TX,Austin,9265.0,Mitt Romney,republican,11649,TX
7630,48017.0,2012,Texas,TX,Bailey,1339.0,Mitt Romney,republican,1816,TX
7633,48019.0,2012,Texas,TX,Bandera,7426.0,Mitt Romney,republican,9448,TX
7636,48021.0,2012,Texas,TX,Bastrop,14033.0,Mitt Romney,republican,24481,TX
7639,48023.0,2012,Texas,TX,Baylor,1297.0,Mitt Romney,republican,1592,TX
7642,48025.0,2012,Texas,TX,Bee,4356.0,Mitt Romney,republican,7879,TX
7645,48027.0,2012,Texas,TX,Bell,49574.0,Mitt Romney,republican,86206,TX
7647,48029.0,2012,Texas,TX,Bexar,264856.0,Barack Obama,democrat,513681,TX
7651,48031.0,2012,Texas,TX,Blanco,3638.0,Mitt Romney,republican,4973,TX
7654,48033.0,2012,Texas,TX,Borden,324.0,Mitt Romney,republican,363,TX
7657,48035.0,2012,Texas,TX,Bosque,5885.0,Mitt Romney,republican,7356,TX
7660,48037.0,2012,Texas,TX,Bowie,24869.0,Mitt Romney,republican,35404,TX
7663,48039.0,2012,Texas,TX,Brazoria,70862.0,Mitt Romney,republican,106739,TX
7666,48041.0,2012,Texas,TX,Brazos,37209.0,Mitt Romney,republican,55962,TX
7669,48043.0,2012,Texas,TX,Brewster,1976.0,Mitt Romney,republican,3867,TX
7672,48045.0,2012,Texas,TX,Briscoe,578.0,Mitt Romney,republican,702,TX
7674,48047.0,2012,Texas,TX,Brooks,1886.0,Barack Obama,democrat,2403,TX
7678,48049.0,2012,Texas,TX,Brown,11895.0,Mitt Romney,republican,13947,TX
7681,48051.0,2012,Texas,TX,Burleson,4671.0,Mitt Romney,republican,6456,TX
7684,48053.0,2012,Texas,TX,Burnet,12843.0,Mitt Romney,republican,16796,TX
7687,48055.0,2012,Texas,TX,Caldwell,6021.0,Mitt Romney,republican,11068,TX
7690,48057.0,2012,Texas,TX,Calhoun,4144.0,Mitt Romney,republican,6648,TX
7693,48059.0,2012,Texas,TX,Callahan,4378.0,Mitt Romney,republican,5197,TX
7695,48061.0,2012,Texas,TX,Cameron,49975.0,Barack Obama,democrat,76895,TX
7699,48063.0,2012,Texas,TX,Camp,2881.0,Mitt Romney,republican,4335,TX
7702,48065.0,2012,Texas,TX,Carson,2451.0,Mitt Romney,republican,2778,TX
7705,48067.0,2012,Texas,TX,Cass,8763.0,Mitt Romney,republican,11788,TX
7708,48069.0,2012,Texas,TX,Castro,1470.0,Mitt Romney,republican,2119,TX
7711,48071.0,2012,Texas,TX,Chambers,11787.0,Mitt Romney,republican,14735,TX
7714,48073.0,2012,Texas,TX,Cherokee,12094.0,Mitt Romney,republican,16126,TX
7717,48075.0,2012,Texas,TX,Childress,1665.0,Mitt Romney,republican,1996,TX
7720,48077.0,2012,Texas,TX,Clay,4266.0,Mitt Romney,republican,5057,TX
7723,48079.0,2012,Texas,TX,Cochran,649.0,Mitt Romney,republican,917,TX
7726,48081.0,2012,Texas,TX,Coke,1218.0,Mitt Romney,republican,1408,TX
7729,48083.0,2012,Texas,TX,Coleman,3012.0,Mitt Romney,republican,3492,TX
7732,48085.0,2012,Texas,TX,Collin,196888.0,Mitt Romney,republican,302821,TX
7735,48087.0,2012,Texas,TX,Collingsworth,962.0,Mitt Romney,republican,1150,TX
7738,48089.0,2012,Texas,TX,Colorado,6026.0,Mitt Romney,republican,8117,TX
7741,48091.0,2012,Texas,TX,Comal,39318.0,Mitt Romney,republican,51529,TX
7744,48093.0,2012,Texas,TX,Comanche,3944.0,Mitt Romney,republican,4906,TX
7747,48095.0,2012,Texas,TX,Concho,793.0,Mitt Romney,republican,1001,TX
7750,48097.0,2012,Texas,TX,Cooke,11951.0,Mitt Romney,republican,14351,TX
7753,48099.0,2012,Texas,TX,Coryell,11220.0,Mitt Romney,republican,16604,TX
7756,48101.0,2012,Texas,TX,Cottle,555.0,Mitt Romney,republican,741,TX
7759,48103.0,2012,Texas,TX,Crane,985.0,Mitt Romney,republican,1283,TX
7762,48105.0,2012,Texas,TX,Crockett,957.0,Mitt Romney,republican,1457,TX
7765,48107.0,2012,Texas,TX,Crosby,1132.0,Mitt Romney,republican,1787,TX
7767,48109.0,2012,Texas,TX,Culberson,568.0,Barack Obama,democrat,879,TX
7771,48111.0,2012,Texas,TX,Dallam,1248.0,Mitt Romney,republican,1534,TX
7773,48113.0,2012,Texas,TX,Dallas,405571.0,Barack Obama,democrat,710117,TX
7777,48115.0,2012,Texas,TX,Dawson,2591.0,Mitt Romney,republican,3642,TX
7780,48117.0,2012,Texas,TX,Deaf Smith,3042.0,Mitt Romney,republican,4309,TX
7783,48119.0,2012,Texas,TX,Delta,1524.0,Mitt Romney,republican,2018,TX
7786,48121.0,2012,Texas,TX,Denton,157579.0,Mitt Romney,republican,242781,TX
7789,48123.0,2012,Texas,TX,Dewitt,5122.0,Mitt Romney,republican,6638,TX
7792,48125.0,2012,Texas,TX,Dickens,793.0,Mitt Romney,republican,1019,TX
7794,48127.0,2012,Texas,TX,Dimmit,2141.0,Barack Obama,democrat,2917,TX
7798,48129.0,2012,Texas,TX,Donley,1287.0,Mitt Romney,republican,1535,TX
7800,48131.0,2012,Texas,TX,Duval,3331.0,Barack Obama,democrat,4344,TX
7804,48133.0,2012,Texas,TX,Eastland,5444.0,Mitt Romney,republican,6495,TX
7807,48135.0,2012,Texas,TX,Ector,24010.0,Mitt Romney,republican,32513,TX
7810,48137.0,2012,Texas,TX,Edwards,642.0,Mitt Romney,republican,884,TX
7813,48139.0,2012,Texas,TX,Ellis,39574.0,Mitt Romney,republican,54151,TX
7815,48141.0,2012,Texas,TX,El Paso,112952.0,Barack Obama,democrat,172412,TX
7819,48143.0,2012,Texas,TX,Erath,10329.0,Mitt Romney,republican,12473,TX
7822,48145.0,2012,Texas,TX,Falls,3356.0,Mitt Romney,republican,5434,TX
7825,48147.0,2012,Texas,TX,Fannin,8161.0,Mitt Romney,republican,10804,TX
7828,48149.0,2012,Texas,TX,Fayette,8106.0,Mitt Romney,republican,10551,TX
7831,48151.0,2012,Texas,TX,Fisher,1094.0,Mitt Romney,republican,1629,TX
7834,48153.0,2012,Texas,TX,Floyd,1523.0,Mitt Romney,republican,2085,TX
7837,48155.0,2012,Texas,TX,Foard,348.0,Mitt Romney,republican,495,TX
7840,48157.0,2012,Texas,TX,Fort Bend,116126.0,Mitt Romney,republican,219489,TX
7843,48159.0,2012,Texas,TX,Franklin,3446.0,Mitt Romney,republican,4257,TX
7846,48161.0,2012,Texas,TX,Freestone,5646.0,Mitt Romney,republican,7570,TX
7848,48163.0,2012,Texas,TX,Frio,2376.0,Barack Obama,democrat,3968,TX
7852,48165.0,2012,Texas,TX,Gaines,3484.0,Mitt Romney,republican,4066,TX
7855,48167.0,2012,Texas,TX,Galveston,69059.0,Mitt Romney,republican,110078,TX
7858,48169.0,2012,Texas,TX,Garza,1263.0,Mitt Romney,republican,1560,TX
7861,48171.0,2012,Texas,TX,Gillespie,10306.0,Mitt Romney,republican,12550,TX
7864,48173.0,2012,Texas,TX,Glasscock,526.0,Mitt Romney,republican,578,TX
7867,48175.0,2012,Texas,TX,Goliad,2294.0,Mitt Romney,republican,3458,TX
7870,48177.0,2012,Texas,TX,Gonzales,4216.0,Mitt Romney,republican,6057,TX
7873,48179.0,2012,Texas,TX,Gray,6443.0,Mitt Romney,republican,7389,TX
7876,48181.0,2012,Texas,TX,Grayson,30936.0,Mitt Romney,republican,42264,TX
7879,48183.0,2012,Texas,TX,Gregg,28742.0,Mitt Romney,republican,41507,TX
7882,48185.0,2012,Texas,TX,Grimes,6141.0,Mitt Romney,republican,8601,TX
7885,48187.0,2012,Texas,TX,Guadalupe,33117.0,Mitt Romney,republican,49514,TX
7888,48189.0,2012,Texas,TX,Hale,6490.0,Mitt Romney,republican,8854,TX
7891,48191.0,2012,Texas,TX,Hall,832.0,Mitt Romney,republican,1109,TX
7894,48193.0,2012,Texas,TX,Hamilton,2918.0,Mitt Romney,republican,3552,TX
7897,48195.0,2012,Texas,TX,Hansford,1788.0,Mitt Romney,republican,1962,TX
7900,48197.0,2012,Texas,TX,Hardeman,1176.0,Mitt Romney,republican,1495,TX
7903,48199.0,2012,Texas,TX,Hardin,17746.0,Mitt Romney,republican,21297,TX
7905,48201.0,2012,Texas,TX,Harris,587044.0,Barack Obama,democrat,1188585,TX
7909,48203.0,2012,Texas,TX,Harrison,17512.0,Mitt Romney,republican,26170,TX
7912,48205.0,2012,Texas,TX,Hartley,1708.0,Mitt Romney,republican,1913,TX
7915,48207.0,2012,Texas,TX,Haskell,1424.0,Mitt Romney,republican,2013,TX
7918,48209.0,2012,Texas,TX,Hays,31661.0,Mitt Romney,republican,59011,TX
7921,48211.0,2012,Texas,TX,Hemphill,1298.0,Mitt Romney,republican,1509,TX
7924,48213.0,2012,Texas,TX,Henderson,21231.0,Mitt Romney,republican,27627,TX
7926,48215.0,2012,Texas,TX,Hidalgo,97969.0,Barack Obama,democrat,139159,TX
7930,48217.0,2012,Texas,TX,Hill,9132.0,Mitt Romney,republican,12045,TX
7933,48219.0,2012,Texas,TX,Hockley,5546.0,Mitt Romney,republican,7134,TX
7936,48221.0,2012,Texas,TX,Hood,18409.0,Mitt Romney,republican,22535,TX
7939,48223.0,2012,Texas,TX,Hopkins,9836.0,Mitt Romney,republican,12753,TX
7942,48225.0,2012,Texas,TX,Houston,5880.0,Mitt Romney,republican,8214,TX
7945,48227.0,2012,Texas,TX,Howard,6453.0,Mitt Romney,republican,8695,TX
7948,48229.0,2012,Texas,TX,Hudspeth,471.0,Mitt Romney,republican,863,TX
7951,48231.0,2012,Texas,TX,Hunt,21011.0,Mitt Romney,republican,28049,TX
7954,48233.0,2012,Texas,TX,Hutchinson,6804.0,Mitt Romney,republican,7928,TX
7957,48235.0,2012,Texas,TX,Irion,668.0,Mitt Romney,republican,788,TX
7960,48237.0,2012,Texas,TX,Jack,2580.0,Mitt Romney,republican,2908,TX
7963,48239.0,2012,Texas,TX,Jackson,3906.0,Mitt Romney,republican,5025,TX
7966,48241.0,2012,Texas,TX,Jasper,9957.0,Mitt Romney,republican,13517,TX
7969,48243.0,2012,Texas,TX,Jeff Davis,719.0,Mitt Romney,republican,1192,TX
7971,48245.0,2012,Texas,TX,Jefferson,44668.0,Barack Obama,democrat,88627,TX
7974,48247.0,2012,Texas,TX,Jim Hogg,1301.0,Barack Obama,democrat,1667,TX
7977,48249.0,2012,Texas,TX,Jim Wells,6492.0,Barack Obama,democrat,11166,TX
7981,48251.0,2012,Texas,TX,Johnson,37661.0,Mitt Romney,republican,48838,TX
7984,48253.0,2012,Texas,TX,Jones,4262.0,Mitt Romney,republican,5567,TX
7987,48255.0,2012,Texas,TX,Karnes,2825.0,Mitt Romney,republican,4185,TX
7990,48257.0,2012,Texas,TX,Kaufman,24846.0,Mitt Romney,republican,34670,TX
7993,48259.0,2012,Texas,TX,Kendall,14508.0,Mitt Romney,republican,17783,TX
7996,48261.0,2012,Texas,TX,Kenedy,84.0,Mitt Romney,republican,167,TX
7999,48263.0,2012,Texas,TX,Kent,335.0,Mitt Romney,republican,405,TX
8002,48265.0,2012,Texas,TX,Kerr,17274.0,Mitt Romney,republican,21879,TX
8005,48267.0,2012,Texas,TX,Kimble,1667.0,Mitt Romney,republican,1892,TX
8008,48269.0,2012,Texas,TX,King,139.0,Mitt Romney,republican,145,TX
8011,48271.0,2012,Texas,TX,Kinney,880.0,Mitt Romney,republican,1425,TX
8013,48273.0,2012,Texas,TX,Kleberg,4754.0,Barack Obama,democrat,8907,TX
8017,48275.0,2012,Texas,TX,Knox,1160.0,Mitt Romney,republican,1510,TX
8020,48277.0,2012,Texas,TX,Lamar,12826.0,Mitt Romney,republican,17197,TX
8023,48279.0,2012,Texas,TX,Lamb,3058.0,Mitt Romney,republican,4091,TX
8026,48281.0,2012,Texas,TX,Lampasas,5621.0,Mitt Romney,republican,7204,TX
8028,48283.0,2012,Texas,TX,La Salle,965.0,Barack Obama,democrat,1646,TX
8032,48285.0,2012,Texas,TX,Lavaca,6796.0,Mitt Romney,republican,8294,TX
8035,48287.0,2012,Texas,TX,Lee,4507.0,Mitt Romney,republican,6221,TX
8038,48289.0,2012,Texas,TX,Leon,5814.0,Mitt Romney,republican,6945,TX
8041,48291.0,2012,Texas,TX,Liberty,17323.0,Mitt Romney,republican,22746,TX
8044,48293.0,2012,Texas,TX,Limestone,5288.0,Mitt Romney,republican,7563,TX
8047,48295.0,2012,Texas,TX,Lipscomb,1044.0,Mitt Romney,republican,1168,TX
8050,48297.0,2012,Texas,TX,Live Oak,3154.0,Mitt Romney,republican,4113,TX
8053,48299.0,2012,Texas,TX,Llano,7610.0,Mitt Romney,republican,9558,TX
8056,48301.0,2012,Texas,TX,Loving,54.0,Mitt Romney,republican,64,TX
8059,48303.0,2012,Texas,TX,Lubbock,63469.0,Mitt Romney,republican,91184,TX
8062,48305.0,2012,Texas,TX,Lynn,1439.0,Mitt Romney,republican,1959,TX
8065,48307.0,2012,Texas,TX,McCulloch,2419.0,Mitt Romney,republican,2993,TX
8068,48309.0,2012,Texas,TX,McLennan,47903.0,Mitt Romney,republican,74541,TX
8071,48311.0,2012,Texas,TX,McMullen,431.0,Mitt Romney,republican,503,TX
8074,48313.0,2012,Texas,TX,Madison,3028.0,Mitt Romney,republican,4028,TX
8077,48315.0,2012,Texas,TX,Marion,2733.0,Mitt Romney,republican,4282,TX
8080,48317.0,2012,Texas,TX,Martin,1368.0,Mitt Romney,republican,1624,TX
8083,48319.0,2012,Texas,TX,Mason,1565.0,Mitt Romney,republican,1968,TX
8086,48321.0,2012,Texas,TX,Matagorda,8040.0,Mitt Romney,republican,12133,TX
8088,48323.0,2012,Texas,TX,Maverick,8303.0,Barack Obama,democrat,10563,TX
8092,48325.0,2012,Texas,TX,Medina,11079.0,Mitt Romney,republican,16049,TX
8095,48327.0,2012,Texas,TX,Menard,665.0,Mitt Romney,republican,849,TX
8098,48329.0,2012,Texas,TX,Midland,35689.0,Mitt Romney,republican,44597,TX
8101,48331.0,2012,Texas,TX,Milam,5481.0,Mitt Romney,republican,8230,TX
8104,48333.0,2012,Texas,TX,Mills,1882.0,Mitt Romney,republican,2201,TX
8107,48335.0,2012,Texas,TX,Mitchell,1756.0,Mitt Romney,republican,2316,TX
8110,48337.0,2012,Texas,TX,Montague,6549.0,Mitt Romney,republican,7751,TX
8113,48339.0,2012,Texas,TX,Montgomery,137969.0,Mitt Romney,republican,173113,TX
8116,48341.0,2012,Texas,TX,Moore,3968.0,Mitt Romney,republican,4985,TX
8119,48343.0,2012,Texas,TX,Morris,3232.0,Mitt Romney,republican,5139,TX
8122,48345.0,2012,Texas,TX,Motley,538.0,Mitt Romney,republican,600,TX
8125,48347.0,2012,Texas,TX,Nacogdoches,13925.0,Mitt Romney,republican,20653,TX
8128,48349.0,2012,Texas,TX,Navarro,10847.0,Mitt Romney,republican,15364,TX
8131,48351.0,2012,Texas,TX,Newton,4112.0,Mitt Romney,republican,5869,TX
8134,48353.0,2012,Texas,TX,Nolan,3282.0,Mitt Romney,republican,4575,TX
8137,48355.0,2012,Texas,TX,Nueces,48966.0,Mitt Romney,republican,96104,TX
8140,48357.0,2012,Texas,TX,Ochiltree,2719.0,Mitt Romney,republican,2993,TX
8143,48359.0,2012,Texas,TX,Oldham,790.0,Mitt Romney,republican,869,TX
8146,48361.0,2012,Texas,TX,Orange,23366.0,Mitt Romney,republican,30518,TX
8149,48363.0,2012,Texas,TX,Palo Pinto,7393.0,Mitt Romney,republican,9337,TX
8152,48365.0,2012,Texas,TX,Panola,7950.0,Mitt Romney,republican,10230,TX
8155,48367.0,2012,Texas,TX,Parker,39243.0,Mitt Romney,republican,47694,TX
8158,48369.0,2012,Texas,TX,Parmer,2011.0,Mitt Romney,republican,2554,TX
8161,48371.0,2012,Texas,TX,Pecos,2512.0,Mitt Romney,republican,4150,TX
8164,48373.0,2012,Texas,TX,Polk,14071.0,Mitt Romney,republican,19134,TX
8167,48375.0,2012,Texas,TX,Potter,18918.0,Mitt Romney,republican,26450,TX
8169,48377.0,2012,Texas,TX,Presidio,1282.0,Barack Obama,democrat,1817,TX
8173,48379.0,2012,Texas,TX,Rains,3279.0,Mitt Romney,republican,4087,TX
8176,48381.0,2012,Texas,TX,Randall,41447.0,Mitt Romney,republican,49696,TX
8179,48383.0,2012,Texas,TX,Reagan,676.0,Mitt Romney,republican,843,TX
8182,48385.0,2012,Texas,TX,Real,1236.0,Mitt Romney,republican,1535,TX
8185,48387.0,2012,Texas,TX,Red River,3549.0,Mitt Romney,republican,5074,TX
8187,48389.0,2012,Texas,TX,Reeves,1655.0,Barack Obama,democrat,2877,TX
8191,48391.0,2012,Texas,TX,Refugio,1663.0,Mitt Romney,republican,2677,TX
8194,48393.0,2012,Texas,TX,Roberts,468.0,Mitt Romney,republican,508,TX
8197,48395.0,2012,Texas,TX,Robertson,4419.0,Mitt Romney,republican,7287,TX
8200,48397.0,2012,Texas,TX,Rockwall,27113.0,Mitt Romney,republican,35678,TX
8203,48399.0,2012,Texas,TX,Runnels,3104.0,Mitt Romney,republican,3668,TX
8206,48401.0,2012,Texas,TX,Rusk,13924.0,Mitt Romney,republican,18546,TX
8209,48403.0,2012,Texas,TX,Sabine,3727.0,Mitt Romney,republican,4578,TX
8212,48405.0,2012,Texas,TX,San Augustine,2469.0,Mitt Romney,republican,3690,TX
8215,48407.0,2012,Texas,TX,San Jacinto,7107.0,Mitt Romney,republican,9616,TX
8218,48409.0,2012,Texas,TX,San Patricio,12005.0,Mitt Romney,republican,20078,TX
8221,48411.0,2012,Texas,TX,San Saba,1905.0,Mitt Romney,republican,2259,TX
8224,48413.0,2012,Texas,TX,Schleicher,787.0,Mitt Romney,republican,1017,TX
8227,48415.0,2012,Texas,TX,Scurry,4124.0,Mitt Romney,republican,5027,TX
8230,48417.0,2012,Texas,TX,Shackelford,1218.0,Mitt Romney,republican,1363,TX
8233,48419.0,2012,Texas,TX,Shelby,6879.0,Mitt Romney,republican,9284,TX
8236,48421.0,2012,Texas,TX,Sherman,908.0,Mitt Romney,republican,1038,TX
8239,48423.0,2012,Texas,TX,Smith,57331.0,Mitt Romney,republican,79601,TX
8242,48425.0,2012,Texas,TX,Somervell,2871.0,Mitt Romney,republican,3538,TX
8244,48427.0,2012,Texas,TX,Starr,10260.0,Barack Obama,democrat,11883,TX
8248,48429.0,2012,Texas,TX,Stephens,2892.0,Mitt Romney,republican,3412,TX
8251,48431.0,2012,Texas,TX,Sterling,459.0,Mitt Romney,republican,494,TX
8254,48433.0,2012,Texas,TX,Stonewall,507.0,Mitt Romney,republican,675,TX
8257,48435.0,2012,Texas,TX,Sutton,1110.0,Mitt Romney,republican,1489,TX
8260,48437.0,2012,Texas,TX,Swisher,1655.0,Mitt Romney,republican,2270,TX
8263,48439.0,2012,Texas,TX,Tarrant,348920.0,Mitt Romney,republican,610890,TX
8266,48441.0,2012,Texas,TX,Taylor,32904.0,Mitt Romney,republican,43263,TX
8269,48443.0,2012,Texas,TX,Terrell,358.0,Mitt Romney,republican,555,TX
8272,48445.0,2012,Texas,TX,Terry,2602.0,Mitt Romney,republican,3709,TX
8275,48447.0,2012,Texas,TX,Throckmorton,700.0,Mitt Romney,republican,813,TX
8278,48449.0,2012,Texas,TX,Titus,6084.0,Mitt Romney,republican,8854,TX
8281,48451.0,2012,Texas,TX,Tom Green,26878.0,Mitt Romney,republican,36720,TX
8283,48453.0,2012,Texas,TX,Travis,232788.0,Barack Obama,democrat,387057,TX
8287,48455.0,2012,Texas,TX,Trinity,4537.0,Mitt Romney,republican,6235,TX
8290,48457.0,2012,Texas,TX,Tyler,5910.0,Mitt Romney,republican,7654,TX
8293,48459.0,2012,Texas,TX,Upshur,12015.0,Mitt Romney,republican,15138,TX
8296,48461.0,2012,Texas,TX,Upton,953.0,Mitt Romney,republican,1300,TX
8299,48463.0,2012,Texas,TX,Uvalde,4529.0,Mitt Romney,republican,8435,TX
8301,48465.0,2012,Texas,TX,Val Verde,6285.0,Barack Obama,democrat,12081,TX
8305,48467.0,2012,Texas,TX,Van Zandt,15794.0,Mitt Romney,republican,19100,TX
8308,48469.0,2012,Texas,TX,Victoria,19692.0,Mitt Romney,republican,28853,TX
8311,48471.0,2012,Texas,TX,Walker,12140.0,Mitt Romney,republican,18685,TX
8314,48473.0,2012,Texas,TX,Waller,9244.0,Mitt Romney,republican,15902,TX
8317,48475.0,2012,Texas,TX,Ward,2366.0,Mitt Romney,republican,3245,TX
8320,48477.0,2012,Texas,TX,Washington,10857.0,Mitt Romney,republican,14397,TX
8322,48479.0,2012,Texas,TX,Webb,37597.0,Barack Obama,democrat,49110,TX
8326,48481.0,2012,Texas,TX,Wharton,9750.0,Mitt Romney,republican,14087,TX
8329,48483.0,2012,Texas,TX,Wheeler,1878.0,Mitt Romney,republican,2128,TX
8332,48485.0,2012,Texas,TX,Wichita,29812.0,Mitt Romney,republican,41018,TX
8335,48487.0,2012,Texas,TX,Wilbarger,2956.0,Mitt Romney,republican,3980,TX
8337,48489.0,2012,Texas,TX,Willacy,3600.0,Barack Obama,democrat,5064,TX
8341,48491.0,2012,Texas,TX,Williamson,97006.0,Mitt Romney,republican,163271,TX
8344,48493.0,2012,Texas,TX,Wilson,12218.0,Mitt Romney,republican,17205,TX
8347,48495.0,2012,Texas,TX,Winkler,1311.0,Mitt Romney,republican,1725,TX
8350,48497.0,2012,Texas,TX,Wise,17207.0,Mitt Romney,republican,20745,TX
8353,48499.0,2012,Texas,TX,Wood,14351.0,Mitt Romney,republican,17581,TX
8356,48501.0,2012,Texas,TX,Yoakum,1698.0,Mitt Romney,republican,2128,TX
8359,48503.0,2012,Texas,TX,Young,6225.0,Mitt Romney,republican,7316,TX
8361,48505.0,2012,Texas,TX,Zapata,2527.0,Barack Obama,democrat,3543,TX
8364,48507.0,2012,Texas,TX,Zavala,3042.0,Barack Obama,democrat,3653,TX
8368,49001.0,2012,Utah,UT,Beaver,2174.0,Mitt Romney,republican,2560,UT
8371,49003.0,2012,Utah,UT,Box Elder,17101.0,Mitt Romney,republican,19408,UT
8374,49005.0,2012,Utah,UT,Cache,35039.0,Mitt Romney,republican,42293,UT
8377,49007.0,2012,Utah,UT,Carbon,5090.0,Mitt Romney,republican,7567,UT
8380,49009.0,2012,Utah,UT,Daggett,406.0,Mitt Romney,republican,520,UT
8383,49011.0,2012,Utah,UT,Davis,96861.0,Mitt Romney,republican,121069,UT
8386,49013.0,2012,Utah,UT,Duchesne,5698.0,Mitt Romney,republican,6379,UT
8389,49015.0,2012,Utah,UT,Emery,3777.0,Mitt Romney,republican,4449,UT
8392,49017.0,2012,Utah,UT,Garfield,1832.0,Mitt Romney,republican,2182,UT
8395,49019.0,2012,Utah,UT,Grand,1996.0,Mitt Romney,republican,3950,UT
8398,49021.0,2012,Utah,UT,Iron,14200.0,Mitt Romney,republican,16701,UT
8401,49023.0,2012,Utah,UT,Juab,3448.0,Mitt Romney,republican,3972,UT
8404,49025.0,2012,Utah,UT,Kane,2522.0,Mitt Romney,republican,3371,UT
8407,49027.0,2012,Utah,UT,Millard,4478.0,Mitt Romney,republican,5026,UT
8410,49029.0,2012,Utah,UT,Morgan,4114.0,Mitt Romney,republican,4597,UT
8413,49031.0,2012,Utah,UT,Piute,697.0,Mitt Romney,republican,782,UT
8416,49033.0,2012,Utah,UT,Rich,915.0,Mitt Romney,republican,1007,UT
8419,49035.0,2012,Utah,UT,Salt Lake,223811.0,Mitt Romney,republican,381799,UT
8422,49037.0,2012,Utah,UT,San Juan,3074.0,Mitt Romney,republican,5307,UT
8425,49039.0,2012,Utah,UT,Sanpete,8406.0,Mitt Romney,republican,9547,UT
8428,49041.0,2012,Utah,UT,Sevier,7207.0,Mitt Romney,republican,8069,UT
8431,49043.0,2012,Utah,UT,Summit,8884.0,Mitt Romney,republican,17488,UT
8434,49045.0,2012,Utah,UT,Tooele,14268.0,Mitt Romney,republican,19261,UT
8437,49047.0,2012,Utah,UT,Uintah,10421.0,Mitt Romney,republican,11583,UT
8440,49049.0,2012,Utah,UT,Utah,156950.0,Mitt Romney,republican,177713,UT
8443,49051.0,2012,Utah,UT,Wasatch,7220.0,Mitt Romney,republican,9589,UT
8446,49053.0,2012,Utah,UT,Washington,44698.0,Mitt Romney,republican,54012,UT
8449,49055.0,2012,Utah,UT,Wayne,1089.0,Mitt Romney,republican,1327,UT
8452,49057.0,2012,Utah,UT,Weber,54224.0,Mitt Romney,republican,75912,UT
8454,50001.0,2012,Vermont,VT,Addison,12257.0,Barack Obama,democrat,17910,VT
8457,50003.0,2012,Vermont,VT,Bennington,11514.0,Barack Obama,democrat,17593,VT
8460,50005.0,2012,Vermont,VT,Caledonia,8192.0,Barack Obama,democrat,13661,VT
8463,50007.0,2012,Vermont,VT,Chittenden,53626.0,Barack Obama,democrat,77080,VT
8466,50009.0,2012,Vermont,VT,Essex,1539.0,Barack Obama,democrat,2798,VT
8469,50011.0,2012,Vermont,VT,Franklin,12057.0,Barack Obama,democrat,19888,VT
8472,50013.0,2012,Vermont,VT,Grand Isle,2531.0,Barack Obama,democrat,4075,VT
8475,50015.0,2012,Vermont,VT,Lamoille,8371.0,Barack Obama,democrat,11988,VT
8478,50017.0,2012,Vermont,VT,Orange,9076.0,Barack Obama,democrat,14053,VT
8481,50019.0,2012,Vermont,VT,Orleans,7117.0,Barack Obama,democrat,11692,VT
8484,50021.0,2012,Vermont,VT,Rutland,17088.0,Barack Obama,democrat,28609,VT
8487,50023.0,2012,Vermont,VT,Washington,20351.0,Barack Obama,democrat,29307,VT
8490,50025.0,2012,Vermont,VT,Windham,16026.0,Barack Obama,democrat,21937,VT
8493,50027.0,2012,Vermont,VT,Windsor,19494.0,Barack Obama,democrat,28699,VT
8497,51001.0,2012,Virginia,VA,Accomack,8213.0,Mitt Romney,republican,16051,VA
8499,51003.0,2012,Virginia,VA,Albemarle,29757.0,Barack Obama,democrat,53907,VA
8503,51005.0,2012,Virginia,VA,Alleghany,3595.0,Mitt Romney,republican,7173,VA
8506,51007.0,2012,Virginia,VA,Amelia,4331.0,Mitt Romney,republican,6915,VA
8509,51009.0,2012,Virginia,VA,Amherst,8876.0,Mitt Romney,republican,14970,VA
8512,51011.0,2012,Virginia,VA,Appomattox,5340.0,Mitt Romney,republican,7935,VA
8514,51013.0,2012,Virginia,VA,Arlington,81269.0,Barack Obama,democrat,117608,VA
8518,51015.0,2012,Virginia,VA,Augusta,23624.0,Mitt Romney,republican,33672,VA
8521,51017.0,2012,Virginia,VA,Bath,1274.0,Mitt Romney,republican,2223,VA
8524,51019.0,2012,Virginia,VA,Bedford,26679.0,Mitt Romney,republican,37425,VA
8527,51021.0,2012,Virginia,VA,Bland,2144.0,Mitt Romney,republican,2948,VA
8530,51023.0,2012,Virginia,VA,Botetourt,12479.0,Mitt Romney,republican,18241,VA
8532,51025.0,2012,Virginia,VA,Brunswick,4994.0,Barack Obama,democrat,8037,VA
8536,51027.0,2012,Virginia,VA,Buchanan,6436.0,Mitt Romney,republican,9646,VA
8538,51029.0,2012,Virginia,VA,Buckingham,3750.0,Barack Obama,democrat,7457,VA
8542,51031.0,2012,Virginia,VA,Campbell,17695.0,Mitt Romney,republican,25696,VA
8544,51033.0,2012,Virginia,VA,Caroline,7276.0,Barack Obama,democrat,13652,VA
