,FIPS,year,state,state_po,county,candidatevotes,candidate,party,totalvotes,state_po
2203,18053.0,2012,Indiana,IN,Grant,15151.0,Mitt Romney,republican,25285,IN
2206,18055.0,2012,Indiana,IN,Greene,8457.0,Mitt Romney,republican,13111,IN
2209,18057.0,2012,Indiana,IN,Hamilton,90747.0,Mitt Romney,republican,136863,IN
2212,18059.0,2012,Indiana,IN,Hancock,22796.0,Mitt Romney,republican,32843,IN
2215,18061.0,2012,Indiana,IN,Harrison,10640.0,Mitt Romney,republican,17671,IN
2218,18063.0,2012,Indiana,IN,Hendricks,44312.0,Mitt Romney,republican,66644,IN
2221,18065.0,2012,Indiana,IN,Henry,10838.0,Mitt Romney,republican,19007,IN
2224,18067.0,2012,Indiana,IN,Howard,20327.0,Mitt Romney,republican,36290,IN
2227,18069.0,2012,Indiana,IN,Huntington,10862.0,Mitt Romney,republican,15765,IN
2230,18071.0,2012,Indiana,IN,Jackson,10419.0,Mitt Romney,republican,16712,IN
2233,18073.0,2012,Indiana,IN,Jasper,7955.0,Mitt Romney,republican,12896,IN
2236,18075.0,2012,Indiana,IN,Jay,4645.0,Mitt Romney,republican,7901,IN
2239,18077.0,2012,Indiana,IN,Jefferson,7096.0,Mitt Romney,republican,13126,IN
2242,18079.0,2012,Indiana,IN,Jennings,6120.0,Mitt Romney,republican,10250,IN
2245,18081.0,2012,Indiana,IN,Johnson,39513.0,Mitt Romney,republican,57964,IN
2248,18083.0,2012,Indiana,IN,Knox,9612.0,Mitt Romney,republican,15145,IN
2251,18085.0,2012,Indiana,IN,Kosciusko,22558.0,Mitt Romney,republican,30060,IN
2254,18087.0,2012,Indiana,IN,LaGrange,6231.0,Mitt Romney,republican,9316,IN
2256,18089.0,2012,Indiana,IN,Lake,130897.0,Barack Obama,democrat,201758,IN
2259,18091.0,2012,Indiana,IN,LaPorte,24107.0,Barack Obama,democrat,43681,IN
2263,18093.0,2012,Indiana,IN,Lawrence,11622.0,Mitt Romney,republican,17822,IN
2266,18095.0,2012,Indiana,IN,Madison,26769.0,Mitt Romney,republican,52370,IN
2268,18097.0,2012,Indiana,IN,Marion,216336.0,Barack Obama,democrat,359009,IN
2272,18099.0,2012,Indiana,IN,Marshall,11260.0,Mitt Romney,republican,17765,IN
2275,18101.0,2012,Indiana,IN,Martin,3262.0,Mitt Romney,republican,4743,IN
2278,18103.0,2012,Indiana,IN,Miami,8174.0,Mitt Romney,republican,12781,IN
2280,18105.0,2012,Indiana,IN,Monroe,33436.0,Barack Obama,democrat,57223,IN
2284,18107.0,2012,Indiana,IN,Montgomery,9824.0,Mitt Romney,republican,14440,IN
2287,18109.0,2012,Indiana,IN,Morgan,19591.0,Mitt Romney,republican,28266,IN
2290,18111.0,2012,Indiana,IN,Newton,3291.0,Mitt Romney,republican,5654,IN
2293,18113.0,2012,Indiana,IN,Noble,10680.0,Mitt Romney,republican,16244,IN
2296,18115.0,2012,Indiana,IN,Ohio,1759.0,Mitt Romney,republican,2819,IN
2299,18117.0,2012,Indiana,IN,Orange,4617.0,Mitt Romney,republican,7776,IN
2302,18119.0,2012,Indiana,IN,Owen,5062.0,Mitt Romney,republican,8113,IN
2305,18121.0,2012,Indiana,IN,Parke,4234.0,Mitt Romney,republican,6515,IN
2307,18123.0,2012,Indiana,IN,Perry,4316.0,Barack Obama,democrat,7875,IN
2311,18125.0,2012,Indiana,IN,Pike,3627.0,Mitt Romney,republican,5926,IN
2313,18127.0,2012,Indiana,IN,Porter,37252.0,Barack Obama,democrat,73039,IN
2317,18129.0,2012,Indiana,IN,Posey,7430.0,Mitt Romney,republican,12226,IN
2320,18131.0,2012,Indiana,IN,Pulaski,3366.0,Mitt Romney,republican,5399,IN
2323,18133.0,2012,Indiana,IN,Putnam,9005.0,Mitt Romney,republican,13829,IN
2326,18135.0,2012,Indiana,IN,Randolph,6218.0,Mitt Romney,republican,10189,IN
2329,18137.0,2012,Indiana,IN,Ripley,7484.0,Mitt Romney,republican,10983,IN
2332,18139.0,2012,Indiana,IN,Rush,4633.0,Mitt Romney,republican,7026,IN
2334,18141.0,2012,Indiana,IN,St. Joseph,56460.0,Barack Obama,democrat,110704,IN
2338,18143.0,2012,Indiana,IN,Scott,4539.0,Mitt Romney,republican,8720,IN
2341,18145.0,2012,Indiana,IN,Shelby,10978.0,Mitt Romney,republican,16760,IN
2344,18147.0,2012,Indiana,IN,Spencer,5515.0,Mitt Romney,republican,9728,IN
2347,18149.0,2012,Indiana,IN,Starke,4738.0,Mitt Romney,republican,8754,IN
2350,18151.0,2012,Indiana,IN,Steuben,8547.0,Mitt Romney,republican,13695,IN
2353,18153.0,2012,Indiana,IN,Sullivan,4902.0,Mitt Romney,republican,8290,IN
2356,18155.0,2012,Indiana,IN,Switzerland,1872.0,Mitt Romney,republican,3397,IN
2359,18157.0,2012,Indiana,IN,Tippecanoe,28757.0,Mitt Romney,republican,56896,IN
2362,18159.0,2012,Indiana,IN,Tipton,4773.0,Mitt Romney,republican,7365,IN
2365,18161.0,2012,Indiana,IN,Union,2022.0,Mitt Romney,republican,3100,IN
2368,18163.0,2012,Indiana,IN,Vanderburgh,39389.0,Mitt Romney,republican,72404,IN
2371,18165.0,2012,Indiana,IN,Vermillion,3426.0,Mitt Romney,republican,6581,IN
2373,18167.0,2012,Indiana,IN,Vigo,19712.0,Barack Obama,democrat,39877,IN
2377,18169.0,2012,Indiana,IN,Wabash,8644.0,Mitt Romney,republican,12874,IN
2380,18171.0,2012,Indiana,IN,Warren,2377.0,Mitt Romney,republican,3800,IN
2383,18173.0,2012,Indiana,IN,Warrick,15351.0,Mitt Romney,republican,24630,IN
2386,18175.0,2012,Indiana,IN,Washington,6533.0,Mitt Romney,republican,10737,IN
2389,18177.0,2012,Indiana,IN,Wayne,14321.0,Mitt Romney,republican,25477,IN
2392,18179.0,2012,Indiana,IN,Wells,9256.0,Mitt Romney,republican,12935,IN
2395,18181.0,2012,Indiana,IN,White,5970.0,Mitt Romney,republican,9903,IN
2398,18183.0,2012,Indiana,IN,Whitley,10258.0,Mitt Romney,republican,15011,IN
2401,19001.0,2012,Iowa,IA,Adair,2114.0,Mitt Romney,republican,3996,IA
2404,19003.0,2012,Iowa,IA,Adams,1108.0,Mitt Romney,republican,2185,IA
2406,19005.0,2012,Iowa,IA,Allamakee,3553.0,Barack Obama,democrat,6934,IA
2410,19007.0,2012,Iowa,IA,Appanoose,3161.0,Mitt Romney,republican,6245,IA
2413,19009.0,2012,Iowa,IA,Audubon,1802.0,Mitt Romney,republican,3457,IA
2416,19011.0,2012,Iowa,IA,Benton,6940.0,Mitt Romney,republican,14023,IA
2418,19013.0,2012,Iowa,IA,Black Hawk,39821.0,Barack Obama,democrat,67141,IA
2421,19015.0,2012,Iowa,IA,Boone,7512.0,Barack Obama,democrat,14388,IA
2424,19017.0,2012,Iowa,IA,Bremer,6763.0,Barack Obama,democrat,13346,IA
2427,19019.0,2012,Iowa,IA,Buchanan,5911.0,Barack Obama,democrat,10535,IA
2431,19021.0,2012,Iowa,IA,Buena Vista,4554.0,Mitt Romney,republican,8383,IA
2434,19023.0,2012,Iowa,IA,Butler,4106.0,Mitt Romney,republican,7545,IA
2437,19025.0,2012,Iowa,IA,Calhoun,2891.0,Mitt Romney,republican,5230,IA
2440,19027.0,2012,Iowa,IA,Carroll,5601.0,Mitt Romney,republican,10674,IA
2443,19029.0,2012,Iowa,IA,Cass,4217.0,Mitt Romney,republican,7205,IA
2445,19031.0,2012,Iowa,IA,Cedar,4972.0,Barack Obama,democrat,9649,IA
2448,19033.0,2012,Iowa,IA,Cerro Gordo,13316.0,Barack Obama,democrat,23824,IA
2452,19035.0,2012,Iowa,IA,Cherokee,3662.0,Mitt Romney,republican,6415,IA
2454,19037.0,2012,Iowa,IA,Chickasaw,3554.0,Barack Obama,democrat,6484,IA
2457,19039.0,2012,Iowa,IA,Clarke,2189.0,Barack Obama,democrat,4430,IA
2461,19041.0,2012,Iowa,IA,Clay,4951.0,Mitt Romney,republican,8502,IA
2463,19043.0,2012,Iowa,IA,Clayton,4806.0,Barack Obama,democrat,9138,IA
2466,19045.0,2012,Iowa,IA,Clinton,15141.0,Barack Obama,democrat,25000,IA
2470,19047.0,2012,Iowa,IA,Crawford,3595.0,Mitt Romney,republican,6752,IA
2473,19049.0,2012,Iowa,IA,Dallas,20988.0,Mitt Romney,republican,38116,IA
2476,19051.0,2012,Iowa,IA,Davis,2138.0,Mitt Romney,republican,3773,IA
2479,19053.0,2012,Iowa,IA,Decatur,1947.0,Mitt Romney,republican,3833,IA
2482,19055.0,2012,Iowa,IA,Delaware,4636.0,Mitt Romney,republican,9378,IA
2484,19057.0,2012,Iowa,IA,Des Moines,11888.0,Barack Obama,democrat,20385,IA
2488,19059.0,2012,Iowa,IA,Dickinson,5912.0,Mitt Romney,republican,10159,IA
2490,19061.0,2012,Iowa,IA,Dubuque,28768.0,Barack Obama,democrat,50894,IA
2494,19063.0,2012,Iowa,IA,Emmet,2507.0,Mitt Romney,republican,4687,IA
2496,19065.0,2012,Iowa,IA,Fayette,5732.0,Barack Obama,democrat,10366,IA
2499,19067.0,2012,Iowa,IA,Floyd,4680.0,Barack Obama,democrat,8257,IA
2503,19069.0,2012,Iowa,IA,Franklin,2823.0,Mitt Romney,republican,5186,IA
2506,19071.0,2012,Iowa,IA,Fremont,1972.0,Mitt Romney,republican,3668,IA
2509,19073.0,2012,Iowa,IA,Greene,2380.0,Mitt Romney,republican,4846,IA
2512,19075.0,2012,Iowa,IA,Grundy,4215.0,Mitt Romney,republican,6962,IA
2515,19077.0,2012,Iowa,IA,Guthrie,3171.0,Mitt Romney,republican,5888,IA
2518,19079.0,2012,Iowa,IA,Hamilton,3991.0,Mitt Romney,republican,7927,IA
2521,19081.0,2012,Iowa,IA,Hancock,3317.0,Mitt Romney,republican,5925,IA
2524,19083.0,2012,Iowa,IA,Hardin,4670.0,Mitt Romney,republican,8898,IA
2527,19085.0,2012,Iowa,IA,Harrison,4065.0,Mitt Romney,republican,7322,IA
2530,19087.0,2012,Iowa,IA,Henry,5035.0,Mitt Romney,republican,9697,IA
2532,19089.0,2012,Iowa,IA,Howard,2768.0,Barack Obama,democrat,4645,IA
2536,19091.0,2012,Iowa,IA,Humboldt,3099.0,Mitt Romney,republican,5158,IA
2539,19093.0,2012,Iowa,IA,Ida,2286.0,Mitt Romney,republican,3663,IA
2542,19095.0,2012,Iowa,IA,Iowa,4569.0,Mitt Romney,republican,8866,IA
2544,19097.0,2012,Iowa,IA,Jackson,5907.0,Barack Obama,democrat,10242,IA
2547,19099.0,2012,Iowa,IA,Jasper,10257.0,Barack Obama,democrat,19515,IA
2550,19101.0,2012,Iowa,IA,Jefferson,4798.0,Barack Obama,democrat,8530,IA
2553,19103.0,2012,Iowa,IA,Johnson,50666.0,Barack Obama,democrat,75977,IA
2556,19105.0,2012,Iowa,IA,Jones,5534.0,Barack Obama,democrat,10449,IA
2560,19107.0,2012,Iowa,IA,Keokuk,2843.0,Mitt Romney,republican,5266,IA
2563,19109.0,2012,Iowa,IA,Kossuth,4937.0,Mitt Romney,republican,8923,IA
2565,19111.0,2012,Iowa,IA,Lee,10714.0,Barack Obama,democrat,18911,IA
2568,19113.0,2012,Iowa,IA,Linn,68581.0,Barack Obama,democrat,118453,IA
2571,19115.0,2012,Iowa,IA,Louisa,2452.0,Barack Obama,democrat,4968,IA
2575,19117.0,2012,Iowa,IA,Lucas,2254.0,Mitt Romney,republican,4323,IA
2578,19119.0,2012,Iowa,IA,Lyon,4978.0,Mitt Romney,republican,6509,IA
2581,19121.0,2012,Iowa,IA,Madison,4638.0,Mitt Romney,republican,8458,IA
2584,19123.0,2012,Iowa,IA,Mahaska,6448.0,Mitt Romney,republican,10883,IA
2587,19125.0,2012,Iowa,IA,Marion,9828.0,Mitt Romney,republican,17687,IA
2589,19127.0,2012,Iowa,IA,Marshall,10257.0,Barack Obama,democrat,19064,IA
2593,19129.0,2012,Iowa,IA,Mills,4216.0,Mitt Romney,republican,7212,IA
2595,19131.0,2012,Iowa,IA,Mitchell,2831.0,Barack Obama,democrat,5586,IA
2599,19133.0,2012,Iowa,IA,Monona,2557.0,Mitt Romney,republican,4742,IA
2602,19135.0,2012,Iowa,IA,Monroe,2026.0,Mitt Romney,republican,3830,IA
2605,19137.0,2012,Iowa,IA,Montgomery,3001.0,Mitt Romney,republican,5025,IA
2607,19139.0,2012,Iowa,IA,Muscatine,11323.0,Barack Obama,democrat,19865,IA
2611,19141.0,2012,Iowa,IA,O'Brien,5266.0,Mitt Romney,republican,7341,IA
2614,19143.0,2012,Iowa,IA,Osceola,2230.0,Mitt Romney,republican,3194,IA
2617,19145.0,2012,Iowa,IA,Page,4348.0,Mitt Romney,republican,7079,IA
2620,19147.0,2012,Iowa,IA,Palo Alto,2660.0,Mitt Romney,republican,4887,IA
2623,19149.0,2012,Iowa,IA,Plymouth,8597.0,Mitt Romney,republican,12950,IA
2626,19151.0,2012,Iowa,IA,Pocahontas,2396.0,Mitt Romney,republican,4032,IA
2628,19153.0,2012,Iowa,IA,Polk,128465.0,Barack Obama,democrat,228882,IA
2632,19155.0,2012,Iowa,IA,Pottawattamie,21860.0,Mitt Romney,republican,42301,IA
2634,19157.0,2012,Iowa,IA,Poweshiek,5357.0,Barack Obama,democrat,9975,IA
2638,19159.0,2012,Iowa,IA,Ringgold,1368.0,Mitt Romney,republican,2599,IA
2641,19161.0,2012,Iowa,IA,Sac,3094.0,Mitt Romney,republican,5291,IA
2643,19163.0,2012,Iowa,IA,Scott,50652.0,Barack Obama,democrat,90263,IA
2647,19165.0,2012,Iowa,IA,Shelby,3911.0,Mitt Romney,republican,6483,IA
2650,19167.0,2012,Iowa,IA,Sioux,14407.0,Mitt Romney,republican,17308,IA
2652,19169.0,2012,Iowa,IA,Story,26192.0,Barack Obama,democrat,47150,IA
2655,19171.0,2012,Iowa,IA,Tama,4768.0,Barack Obama,democrat,9017,IA
2659,19173.0,2012,Iowa,IA,Taylor,1683.0,Mitt Romney,republican,2995,IA
2661,19175.0,2012,Iowa,IA,Union,3043.0,Barack Obama,democrat,5957,IA
2665,19177.0,2012,Iowa,IA,Van Buren,2064.0,Mitt Romney,republican,3569,IA
2667,19179.0,2012,Iowa,IA,Wapello,8663.0,Barack Obama,democrat,15770,IA
2671,19181.0,2012,Iowa,IA,Warren,13052.0,Mitt Romney,republican,26072,IA
2674,19183.0,2012,Iowa,IA,Washington,5562.0,Mitt Romney,republican,11004,IA
2677,19185.0,2012,Iowa,IA,Wayne,1583.0,Mitt Romney,republican,2900,IA
2679,19187.0,2012,Iowa,IA,Webster,9537.0,Barack Obama,democrat,18292,IA
2683,19189.0,2012,Iowa,IA,Winnebago,2906.0,Mitt Romney,republican,5918,IA
2685,19191.0,2012,Iowa,IA,Winneshiek,6256.0,Barack Obama,democrat,11084,IA
2688,19193.0,2012,Iowa,IA,Woodbury,22302.0,Barack Obama,democrat,45019,IA
2691,19195.0,2012,Iowa,IA,Worth,2350.0,Barack Obama,democrat,4172,IA
2695,19197.0,2012,Iowa,IA,Wright,3349.0,Mitt Romney,republican,6278,IA
2698,20001.0,2012,Kansas,KS,Allen,3316.0,Mitt Romney,republican,5310,KS
2701,20003.0,2012,Kansas,KS,Anderson,2276.0,Mitt Romney,republican,3315,KS
2704,20005.0,2012,Kansas,KS,Atchison,3917.0,Mitt Romney,republican,6674,KS
2707,20007.0,2012,Kansas,KS,Barber,1772.0,Mitt Romney,republican,2314,KS
2710,20009.0,2012,Kansas,KS,Barton,7874.0,Mitt Romney,republican,10341,KS
2713,20011.0,2012,Kansas,KS,Bourbon,4102.0,Mitt Romney,republican,6254,KS
2716,20013.0,2012,Kansas,KS,Brown,2829.0,Mitt Romney,republican,3993,KS
2719,20015.0,2012,Kansas,KS,Butler,18157.0,Mitt Romney,republican,26085,KS
2722,20017.0,2012,Kansas,KS,Chase,875.0,Mitt Romney,republican,1271,KS
2725,20019.0,2012,Kansas,KS,Chautauqua,1304.0,Mitt Romney,republican,1630,KS
2728,20021.0,2012,Kansas,KS,Cherokee,5456.0,Mitt Romney,republican,8571,KS
2731,20023.0,2012,Kansas,KS,Cheyenne,1159.0,Mitt Romney,republican,1426,KS
2734,20025.0,2012,Kansas,KS,Clark,805.0,Mitt Romney,republican,1017,KS
2737,20027.0,2012,Kansas,KS,Clay,2788.0,Mitt Romney,republican,3686,KS
2740,20029.0,2012,Kansas,KS,Cloud,2954.0,Mitt Romney,republican,4058,KS
2743,20031.0,2012,Kansas,KS,Coffey,2903.0,Mitt Romney,republican,3906,KS
2746,20033.0,2012,Kansas,KS,Comanche,767.0,Mitt Romney,republican,928,KS
2749,20035.0,2012,Kansas,KS,Cowley,8081.0,Mitt Romney,republican,12710,KS
2752,20037.0,2012,Kansas,KS,Crawford,7708.0,Mitt Romney,republican,14945,KS
2755,20039.0,2012,Kansas,KS,Decatur,1218.0,Mitt Romney,republican,1532,KS
2758,20041.0,2012,Kansas,KS,Dickinson,5832.0,Mitt Romney,republican,8042,KS
2761,20043.0,2012,Kansas,KS,Doniphan,2414.0,Mitt Romney,republican,3403,KS
2763,20045.0,2012,Kansas,KS,Douglas,29267.0,Barack Obama,democrat,48145,KS
2767,20047.0,2012,Kansas,KS,Edwards,1059.0,Mitt Romney,republican,1385,KS
2770,20049.0,2012,Kansas,KS,Elk,1049.0,Mitt Romney,republican,1369,KS
2773,20051.0,2012,Kansas,KS,Ellis,8399.0,Mitt Romney,republican,11714,KS
2776,20053.0,2012,Kansas,KS,Ellsworth,1930.0,Mitt Romney,republican,2712,KS
2779,20055.0,2012,Kansas,KS,Finney,6219.0,Mitt Romney,republican,9084,KS
2782,20057.0,2012,Kansas,KS,Ford,5602.0,Mitt Romney,republican,8362,KS
2785,20059.0,2012,Kansas,KS,Franklin,6984.0,Mitt Romney,republican,10990,KS
2788,20061.0,2012,Kansas,KS,Geary,4372.0,Mitt Romney,republican,7845,KS
2791,20063.0,2012,Kansas,KS,Gove,1168.0,Mitt Romney,republican,1383,KS
2794,20065.0,2012,Kansas,KS,Graham,1056.0,Mitt Romney,republican,1340,KS
2797,20067.0,2012,Kansas,KS,Grant,1811.0,Mitt Romney,republican,2306,KS
2800,20069.0,2012,Kansas,KS,Gray,1603.0,Mitt Romney,republican,1958,KS
2803,20071.0,2012,Kansas,KS,Greeley,543.0,Mitt Romney,republican,670,KS
2806,20073.0,2012,Kansas,KS,Greenwood,1590.0,Mitt Romney,republican,2123,KS
2809,20075.0,2012,Kansas,KS,Hamilton,693.0,Mitt Romney,republican,877,KS
2812,20077.0,2012,Kansas,KS,Harper,1759.0,Mitt Romney,republican,2389,KS
2815,20079.0,2012,Kansas,KS,Harvey,8588.0,Mitt Romney,republican,14294,KS
2818,20081.0,2012,Kansas,KS,Haskell,1159.0,Mitt Romney,republican,1396,KS
2821,20083.0,2012,Kansas,KS,Hodgeman,868.0,Mitt Romney,republican,1060,KS
2824,20085.0,2012,Kansas,KS,Jackson,3527.0,Mitt Romney,republican,5561,KS
2827,20087.0,2012,Kansas,KS,Jefferson,4827.0,Mitt Romney,republican,8013,KS
2830,20089.0,2012,Kansas,KS,Jewell,1235.0,Mitt Romney,republican,1497,KS
2833,20091.0,2012,Kansas,KS,Johnson,158401.0,Mitt Romney,republican,274365,KS
2836,20093.0,2012,Kansas,KS,Kearny,1097.0,Mitt Romney,republican,1386,KS
2839,20095.0,2012,Kansas,KS,Kingman,2397.0,Mitt Romney,republican,3231,KS
2842,20097.0,2012,Kansas,KS,Kiowa,976.0,Mitt Romney,republican,1144,KS
2845,20099.0,2012,Kansas,KS,Labette,4742.0,Mitt Romney,republican,8037,KS
2848,20101.0,2012,Kansas,KS,Lane,739.0,Mitt Romney,republican,928,KS
2851,20103.0,2012,Kansas,KS,Leavenworth,17059.0,Mitt Romney,republican,29085,KS
2854,20105.0,2012,Kansas,KS,Lincoln,1165.0,Mitt Romney,republican,1483,KS
2857,20107.0,2012,Kansas,KS,Linn,3177.0,Mitt Romney,republican,4467,KS
2860,20109.0,2012,Kansas,KS,Logan,1126.0,Mitt Romney,republican,1350,KS
2863,20111.0,2012,Kansas,KS,Lyon,6470.0,Mitt Romney,republican,11875,KS
2866,20113.0,2012,Kansas,KS,McPherson,8545.0,Mitt Romney,republican,12297,KS
2869,20115.0,2012,Kansas,KS,Marion,3889.0,Mitt Romney,republican,5409,KS
2872,20117.0,2012,Kansas,KS,Marshall,3195.0,Mitt Romney,republican,4773,KS
2875,20119.0,2012,Kansas,KS,Meade,1428.0,Mitt Romney,republican,1709,KS
2878,20121.0,2012,Kansas,KS,Miami,9858.0,Mitt Romney,republican,14856,KS
2881,20123.0,2012,Kansas,KS,Mitchell,2327.0,Mitt Romney,republican,2965,KS
2884,20125.0,2012,Kansas,KS,Montgomery,8630.0,Mitt Romney,republican,12417,KS
2887,20127.0,2012,Kansas,KS,Morris,1773.0,Mitt Romney,republican,2562,KS
2890,20129.0,2012,Kansas,KS,Morton,1072.0,Mitt Romney,republican,1278,KS
2893,20131.0,2012,Kansas,KS,Nemaha,3930.0,Mitt Romney,republican,5026,KS
2896,20133.0,2012,Kansas,KS,Neosho,4272.0,Mitt Romney,republican,6480,KS
2899,20135.0,2012,Kansas,KS,Ness,1209.0,Mitt Romney,republican,1444,KS
2902,20137.0,2012,Kansas,KS,Norton,1878.0,Mitt Romney,republican,2325,KS
2905,20139.0,2012,Kansas,KS,Osage,4427.0,Mitt Romney,republican,6906,KS
2908,20141.0,2012,Kansas,KS,Osborne,1479.0,Mitt Romney,republican,1838,KS
2911,20143.0,2012,Kansas,KS,Ottawa,2295.0,Mitt Romney,republican,2933,KS
2914,20145.0,2012,Kansas,KS,Pawnee,1836.0,Mitt Romney,republican,2608,KS
2917,20147.0,2012,Kansas,KS,Phillips,2135.0,Mitt Romney,republican,2565,KS
2920,20149.0,2012,Kansas,KS,Pottawatomie,6804.0,Mitt Romney,republican,9479,KS
2923,20151.0,2012,Kansas,KS,Pratt,2771.0,Mitt Romney,republican,3801,KS
2926,20153.0,2012,Kansas,KS,Rawlins,1223.0,Mitt Romney,republican,1444,KS
2929,20155.0,2012,Kansas,KS,Reno,15718.0,Mitt Romney,republican,24422,KS
2932,20157.0,2012,Kansas,KS,Republic,2134.0,Mitt Romney,republican,2686,KS
2935,20159.0,2012,Kansas,KS,Rice,2676.0,Mitt Romney,republican,3681,KS
2938,20161.0,2012,Kansas,KS,Riley,11507.0,Mitt Romney,republican,21101,KS
2941,20163.0,2012,Kansas,KS,Rooks,2038.0,Mitt Romney,republican,2460,KS
2944,20165.0,2012,Kansas,KS,Rush,1166.0,Mitt Romney,republican,1570,KS
2947,20167.0,2012,Kansas,KS,Russell,2553.0,Mitt Romney,republican,3200,KS
2950,20169.0,2012,Kansas,KS,Saline,13840.0,Mitt Romney,republican,21496,KS
2953,20171.0,2012,Kansas,KS,Scott,1728.0,Mitt Romney,republican,2052,KS
2956,20173.0,2012,Kansas,KS,Sedgwick,106506.0,Mitt Romney,republican,182895,KS
2959,20175.0,2012,Kansas,KS,Seward,3617.0,Mitt Romney,republican,5176,KS
2962,20177.0,2012,Kansas,KS,Shawnee,37782.0,Mitt Romney,republican,76508,KS
2965,20179.0,2012,Kansas,KS,Sheridan,1154.0,Mitt Romney,republican,1342,KS
2968,20181.0,2012,Kansas,KS,Sherman,1976.0,Mitt Romney,republican,2623,KS
2971,20183.0,2012,Kansas,KS,Smith,1624.0,Mitt Romney,republican,2023,KS
2974,20185.0,2012,Kansas,KS,Stafford,1385.0,Mitt Romney,republican,1839,KS
2977,20187.0,2012,Kansas,KS,Stanton,605.0,Mitt Romney,republican,759,KS
2980,20189.0,2012,Kansas,KS,Stevens,1749.0,Mitt Romney,republican,2034,KS
2983,20191.0,2012,Kansas,KS,Sumner,6260.0,Mitt Romney,republican,9141,KS
2986,20193.0,2012,Kansas,KS,Thomas,2788.0,Mitt Romney,republican,3474,KS
2989,20195.0,2012,Kansas,KS,Trego,1261.0,Mitt Romney,republican,1579,KS
2992,20197.0,2012,Kansas,KS,Wabaunsee,2256.0,Mitt Romney,republican,3267,KS
2995,20199.0,2012,Kansas,KS,Wallace,719.0,Mitt Romney,republican,798,KS
2998,20201.0,2012,Kansas,KS,Washington,2316.0,Mitt Romney,republican,2889,KS
3001,20203.0,2012,Kansas,KS,Wichita,821.0,Mitt Romney,republican,987,KS
3004,20205.0,2012,Kansas,KS,Wilson,2825.0,Mitt Romney,republican,3717,KS
3007,20207.0,2012,Kansas,KS,Woodson,1035.0,Mitt Romney,republican,1447,KS
3009,20209.0,2012,Kansas,KS,Wyandotte,34302.0,Barack Obama,democrat,50738,KS
3013,21001.0,2012,Kentucky,KY,Adair,5841.0,Mitt Romney,republican,7600,KY
3016,21003.0,2012,Kentucky,KY,Allen,5184.0,Mitt Romney,republican,7100,KY
3019,21005.0,2012,Kentucky,KY,Anderson,6822.0,Mitt Romney,republican,10320,KY
3022,21007.0,2012,Kentucky,KY,Ballard,2647.0,Mitt Romney,republican,3895,KY
3025,21009.0,2012,Kentucky,KY,Barren,10922.0,Mitt Romney,republican,16568,KY
3028,21011.0,2012,Kentucky,KY,Bath,2275.0,Mitt Romney,republican,4122,KY
3031,21013.0,2012,Kentucky,KY,Bell,7127.0,Mitt Romney,republican,9482,KY
3034,21015.0,2012,Kentucky,KY,Boone,35922.0,Mitt Romney,republican,52511,KY
3037,21017.0,2012,Kentucky,KY,Bourbon,4692.0,Mitt Romney,republican,7923,KY
3040,21019.0,2012,Kentucky,KY,Boyd,10884.0,Mitt Romney,republican,19049,KY
3043,21021.0,2012,Kentucky,KY,Boyle,7703.0,Mitt Romney,republican,12373,KY
3046,21023.0,2012,Kentucky,KY,Bracken,2029.0,Mitt Romney,republican,3232,KY
3049,21025.0,2012,Kentucky,KY,Breathitt,3318.0,Mitt Romney,republican,5008,KY
3052,21027.0,2012,Kentucky,KY,Breckinridge,5025.0,Mitt Romney,republican,7969,KY
3055,21029.0,2012,Kentucky,KY,Bullitt,21306.0,Mitt Romney,republican,31779,KY
3058,21031.0,2012,Kentucky,KY,Butler,3716.0,Mitt Romney,republican,5060,KY
3061,21033.0,2012,Kentucky,KY,Caldwell,3904.0,Mitt Romney,republican,5860,KY
3064,21035.0,2012,Kentucky,KY,Calloway,9440.0,Mitt Romney,republican,15072,KY
3067,21037.0,2012,Kentucky,KY,Campbell,24240.0,Mitt Romney,republican,40177,KY
3070,21039.0,2012,Kentucky,KY,Carlisle,1835.0,Mitt Romney,republican,2619,KY
3073,21041.0,2012,Kentucky,KY,Carroll,1999.0,Mitt Romney,republican,3680,KY
3076,21043.0,2012,Kentucky,KY,Carter,5279.0,Mitt Romney,republican,8908,KY
3079,21045.0,2012,Kentucky,KY,Casey,4904.0,Mitt Romney,republican,6091,KY
3082,21047.0,2012,Kentucky,KY,Christian,13475.0,Mitt Romney,republican,21955,KY
3085,21049.0,2012,Kentucky,KY,Clark,9931.0,Mitt Romney,republican,15416,KY
3088,21051.0,2012,Kentucky,KY,Clay,6176.0,Mitt Romney,republican,7383,KY
3091,21053.0,2012,Kentucky,KY,Clinton,3569.0,Mitt Romney,republican,4393,KY
3094,21055.0,2012,Kentucky,KY,Crittenden,2839.0,Mitt Romney,republican,3854,KY
3097,21057.0,2012,Kentucky,KY,Cumberland,2216.0,Mitt Romney,republican,2854,KY
3100,21059.0,2012,Kentucky,KY,Daviess,25092.0,Mitt Romney,republican,42087,KY
3103,21061.0,2012,Kentucky,KY,Edmonson,3232.0,Mitt Romney,republican,4668,KY
3105,21063.0,2012,Kentucky,KY,Elliott,1186.0,Barack Obama,democrat,2399,KY
3109,21065.0,2012,Kentucky,KY,Estill,3749.0,Mitt Romney,republican,5184,KY
