state_district,year,state,district,candidatevotes,candidate,party,totalvotes,state_po
NJ - 3,2018,New Jersey,3,153473,Andy Kim,democrat,306875,NJ
NJ - 4,2018,New Jersey,4,163065,Christopher H. Smith,republican,294348,NJ
NJ - 5,2018,New Jersey,5,169546,Josh Gottheimer,democrat,301823,NJ
NJ - 6,2018,New Jersey,6,140752,Frank Pallone Jr.,democrat,221195,NJ
NJ - 7,2018,New Jersey,7,166985,Tom Malinowski,democrat,322742,NJ
NJ - 8,2018,New Jersey,8,119881,Albio Sires,democrat,153455,NJ
NJ - 9,2018,New Jersey,9,140832,Bill Pascrell Jr.,democrat,200416,NJ
NM - 1,2018,New Mexico,1,147336,Debra A Haaland,democrat,249162,NM
NM - 2,2018,New Mexico,2,101489,Xochitl Torres Small,democrat,199256,NM
NM - 3,2018,New Mexico,3,155201,Ben R Lujan,democrat,244893,NM
NV - 1,2018,Nevada,1,100707,Dina Titus,democrat,152201,NV
NV - 2,2018,Nevada,2,167435,Mark E. Amodei,republican,287537,NV
NV - 3,2018,Nevada,3,148501,Susie Lee,democrat,286168,NV
NV - 4,2018,Nevada,4,121962,Steven A. Horsford,democrat,234868,NV
NY - 1,2018,New York,1,124213,Perry Gershon,democrat,270053,NY
NY - 10,2018,New York,10,162131,Jerrold L. Nadler,democrat,210958,NY
NY - 11,2018,New York,11,96850,Max N. Rose,democrat,192173,NY
NY - 12,2018,New York,12,205858,Carolyn B. Maloney,democrat,251877,NY
NY - 13,2018,New York,13,171341,Adriano Espaillat,democrat,190688,NY
NY - 14,2018,New York,14,110318,Alexandria Ocasio-Cortez,democrat,141204,NY
NY - 15,2018,New York,15,122007,Jose E. Serrano,democrat,129751,NY
NY - 16,2018,New York,16,172815,Eliot L. Engel,democrat,183356,NY
NY - 17,2018,New York,17,159923,Nita M. Lowey,democrat,193841,NY
NY - 18,2018,New York,18,126368,Sean Patrick Maloney,democrat,251690,NY
NY - 19,2018,New York,19,135582,Antonio Delgado,democrat,287986,NY
NY - 2,2018,New York,2,112565,Peter T. King,republican,241217,NY
NY - 20,2018,New York,20,161330,Paul D. Tonko,democrat,266014,NY
NY - 21,2018,New York,21,116433,Elise M. Stefanik,republican,235267,NY
NY - 22,2018,New York,22,116001,Anthony J. Brindisi,democrat,251212,NY
NY - 23,2018,New York,23,114722,"Thomas W. Reed, II",republican,240374,NY
NY - 24,2018,New York,24,115902,Dana Balter,democrat,260477,NY
NY - 25,2018,New York,25,147979,Joseph D. Morelle,democrat,270120,NY
NY - 26,2018,New York,26,156968,Brian Higgins,democrat,230663,NY
NY - 27,2018,New York,27,128167,Nathan D. McMurray,democrat,285300,NY
NY - 3,2018,New York,3,149937,Thomas R. Suozzi,democrat,267062,NY
NY - 4,2018,New York,4,156728,Kathleen M. Rice,democrat,260206,NY
NY - 5,2018,New York,5,160500,Gregory W. Meeks,democrat,161471,NY
NY - 6,2018,New York,6,104293,Grace Meng,democrat,123421,NY
NY - 7,2018,New York,7,134125,Nydia M. Velazquez,democrat,157302,NY
NY - 8,2018,New York,8,170850,Hakeem S. Jeffries,democrat,191567,NY
NY - 9,2018,New York,9,167269,Yvette D. Clarke,democrat,203423,NY
OH - 1,2018,Ohio,1,154409,Steve Chabot,republican,300871,OH
OH - 10,2018,Ohio,10,157554,Mike Turner,republican,281726,OH
OH - 11,2018,Ohio,11,206138,Marcia L. Fudge,democrat,250660,OH
OH - 12,2018,Ohio,12,175677,Troy Balderson,republican,341647,OH
OH - 13,2018,Ohio,13,153323,Tim Ryan,democrat,251370,OH
OH - 14,2018,Ohio,14,169809,David P. Joyce,republican,307358,OH
OH - 15,2018,Ohio,15,170593,Steve Stivers,republican,292443,OH
OH - 16,2018,Ohio,16,170029,Anthony Gonzalez,republican,299710,OH
OH - 2,2018,Ohio,2,166714,Brad Wenstrup,republican,289661,OH
OH - 3,2018,Ohio,3,181575,Joyce Beatty,democrat,246677,OH
OH - 4,2018,Ohio,4,167993,Jim Jordan,republican,257405,OH
OH - 5,2018,Ohio,5,176569,Bob Latta,republican,283617,OH
OH - 6,2018,Ohio,6,172774,Bill Johnson,republican,249490,OH
OH - 7,2018,Ohio,7,153117,Bob Gibbs,republican,260653,OH
OH - 8,2018,Ohio,8,173852,Warren Davidson,republican,261133,OH
OH - 9,2018,Ohio,9,157219,Marcy Kaptur,democrat,231937,OH
OK - 1,2018,Oklahoma,1,150129,Kevin Hern,republican,253171,OK
OK - 2,2018,Oklahoma,2,140451,Markwayne Mullin,republican,216002,OK
OK - 3,2018,Oklahoma,3,172913,Frank D. Lucas,republican,234065,OK
OK - 4,2018,Oklahoma,4,149227,Tom Cole,republican,236638,OK
OK - 5,2018,Oklahoma,5,121149,Kendra Horn,democrat,238960,OK
OR - 1,2018,Oregon,1,231198,Suzanne Bonamici,democrat,363249,OR
OR - 2,2018,Oregon,2,207597,Greg Walden,republican,368709,OR
OR - 3,2018,Oregon,3,279019,Earl Blumenauer,democrat,384326,OR
OR - 4,2018,Oregon,4,208710,Peter DeFazio,democrat,372893,OR
OR - 5,2018,Oregon,5,197187,Kurt Schrader,democrat,358469,OR
PA - 1,2018,Pennsylvania,1,169053,Brian K__Fitzpatrick,republican,329798,PA
PA - 10,2018,Pennsylvania,10,149365,Scott G__Perry,republican,291033,PA
PA - 11,2018,Pennsylvania,11,163708,Lloyd K__Smucker,republican,277584,PA
PA - 12,2018,Pennsylvania,12,161047,Thomas A__Marino,republican,243872,PA
PA - 13,2018,Pennsylvania,13,178533,John__Joyce,republican,253266,PA
PA - 14,2018,Pennsylvania,14,151386,Guy L__Reschenthaler,republican,261437,PA
PA - 15,2018,Pennsylvania,15,165245,Glenn William  Thompson Jr.,republican,243572,PA
PA - 16,2018,Pennsylvania,16,135348,George J  Kelly Jr.,republican,262396,PA
PA - 17,2018,Pennsylvania,17,183162,Conor James__Lamb,democrat,325579,PA
PA - 18,2018,Pennsylvania,18,231472,Michael F  Doyle Jr.,democrat,231472,PA
PA - 2,2018,Pennsylvania,2,159600,Brendan F__Boyle,democrat,201982,PA
PA - 3,2018,Pennsylvania,3,287610,Dwight__Evans,democrat,307997,PA
PA - 4,2018,Pennsylvania,4,211524,Madeleine__Dean Cunnane,democrat,332991,PA
PA - 5,2018,Pennsylvania,5,198639,Mary Gay__Scanlon,democrat,304714,PA
PA - 6,2018,Pennsylvania,6,177704,Christina Jampoler__Houlahan,democrat,301828,PA
PA - 7,2018,Pennsylvania,7,140813,Susan Ellis__Wild,democrat,263261,PA
PA - 8,2018,Pennsylvania,8,135603,Matthew Alton__Cartwright,democrat,248166,PA
PA - 9,2018,Pennsylvania,9,148723,Daniel__Meuser,republican,248927,PA
RI - 1,2018,Rhode Island,1,116099,David N. Cicilline,democrat,174083,RI
RI - 2,2018,Rhode Island,2,126476,James R. Langevin,democrat,199197,RI
SC - 1,2018,South Carolina,1,145455,Joe Cunningham,democrat,287433,SC
SC - 2,2018,South Carolina,2,144642,Joe Wilson,republican,257139,SC
SC - 3,2018,South Carolina,3,153338,Jeff Duncan,republican,226204,SC
SC - 4,2018,South Carolina,4,145321,William Timmons,republican,243950,SC
SC - 5,2018,South Carolina,5,141757,Ralph W Norman,republican,248579,SC
SC - 6,2018,South Carolina,6,144765,James E Jim Clyburn,democrat,206433,SC
SC - 7,2018,South Carolina,7,142681,Tom Rice,republican,239554,SC
SD - 0,2018,South Dakota,0,202446,Dustin Dusty Johnson,republican,335471,SD
TN - 1,2018,Tennessee,1,172835,Phil Roe,republican,224282,TN
TN - 2,2018,Tennessee,2,172856,Tim Burchett,republican,262134,TN
TN - 3,2018,Tennessee,3,156512,Chuck Fleischmann,republican,245765,TN
TN - 4,2018,Tennessee,4,147323,Scott DesJarlais,republican,232451,TN
TN - 5,2018,Tennessee,5,177923,Jim Cooper,democrat,262248,TN
TN - 6,2018,Tennessee,6,172810,John Rose,republican,248740,TN
TN - 7,2018,Tennessee,7,170071,Mark E. Green,republican,254384,TN
TN - 8,2018,Tennessee,8,168030,David Kustoff,republican,248345,TN
TN - 9,2018,Tennessee,9,145139,Steve Cohen,democrat,181476,TN
TX - 1,2018,Texas,1,168165,Louie Gohmert,republican,232720,TX
TX - 10,2018,Texas,10,157166,Michael T. McCaul,republican,307827,TX
TX - 11,2018,Texas,11,176603,Mike Conaway,republican,220377,TX
TX - 12,2018,Texas,12,172557,Kay Granger,republican,268491,TX
TX - 13,2018,Texas,13,169027,Mac Thornberry,republican,207285,TX
TX - 14,2018,Texas,14,138942,Randy Weber,republican,234528,TX
TX - 15,2018,Texas,15,98333,Vicente Gonzalez,democrat,164802,TX
TX - 16,2018,Texas,16,124437,Veronica Escobar,democrat,181754,TX
TX - 17,2018,Texas,17,134841,Bill Flores,republican,237351,TX
TX - 18,2018,Texas,18,138704,Sheila Jackson Lee,democrat,184332,TX
TX - 19,2018,Texas,19,151946,Jodey Arrington,republican,201985,TX
TX - 2,2018,Texas,2,139188,Dan Crenshaw,republican,263392,TX
TX - 20,2018,Texas,20,139038,Joaquin Castro,democrat,171963,TX
TX - 21,2018,Texas,21,177654,Chip Roy,republican,353617,TX
TX - 22,2018,Texas,22,152750,Pete Olson,republican,297405,TX
TX - 23,2018,Texas,23,103285,Will Hurd,republican,210069,TX
TX - 24,2018,Texas,24,133317,Kenny E Marchant,republican,263418,TX
TX - 25,2018,Texas,25,163023,Roger Williams,republican,304553,TX
TX - 26,2018,Texas,26,185551,Michael C. Burgess,republican,312505,TX
TX - 27,2018,Texas,27,125118,Michael Cloud,republican,207421,TX
TX - 28,2018,Texas,28,117494,Henry Cuellar,democrat,139226,TX
TX - 29,2018,Texas,29,88188,Sylvia R. Garcia,democrat,117494,TX
TX - 3,2018,Texas,3,169520,Van Taylor,republican,312511,TX
TX - 30,2018,Texas,30,166784,Eddie Bernice Johnson,democrat,183174,TX
TX - 31,2018,Texas,31,144680,John Carter,republican,286007,TX
TX - 32,2018,Texas,32,144067,Colin Allred,democrat,275620,TX
TX - 33,2018,Texas,33,90805,Marc Veasey,democrat,119224,TX
TX - 34,2018,Texas,34,85825,Filemon B. Vela,democrat,143068,TX
TX - 35,2018,Texas,35,138278,Lloyd Doggett,democrat,194067,TX
TX - 36,2018,Texas,36,161048,Brian Babin,republican,221956,TX
TX - 4,2018,Texas,4,188667,John Ratcliffe,republican,249245,TX
TX - 5,2018,Texas,5,130617,Lance Gooden,republican,209507,TX
TX - 6,2018,Texas,6,135961,Ron Wright,republican,256042,TX
TX - 7,2018,Texas,7,127959,Lizzie Pannill Fletcher,democrat,243601,TX
TX - 8,2018,Texas,8,200619,Kevin Brady,republican,273170,TX
TX - 9,2018,Texas,9,136256,Al Green,democrat,153001,TX
UT - 1,2018,Utah,1,156692,Rob Bishop,republican,254333,UT
UT - 2,2018,Utah,2,151489,Chris Stewart,republican,270044,UT
UT - 3,2018,Utah,3,174856,John Curtis,republican,258858,UT
UT - 4,2018,Utah,4,134964,Ben McAdams,democrat,269271,UT
VA - 1,2018,Virginia,1,183250,Robert J. Rob Wittman,republican,332101,VA
VA - 10,2018,Virginia,10,206356,Jennifer T. Wexton,democrat,367795,VA
VA - 11,2018,Virginia,11,219191,Gerald Edward Connolly,democrat,308250,VA
VA - 2,2018,Virginia,2,139571,Elaine G. Luria,democrat,273400,VA
VA - 3,2018,Virginia,3,198615,Robert C. Bobby Scott,democrat,217722,VA
VA - 4,2018,Virginia,4,187642,A. Donald McEachin,democrat,299854,VA
VA - 5,2018,Virginia,5,165339,"Denver L. Riggleman, III",republican,310926,VA
VA - 6,2018,Virginia,6,167957,Ben L. Cline,republican,281377,VA
VA - 7,2018,Virginia,7,176079,Abigail A. Spanberger,democrat,349803,VA
VA - 8,2018,Virginia,8,247137,"Donald S. Beyer, Jr.",democrat,324748,VA
VA - 9,2018,Virginia,9,160933,H. Morgan Griffith,republican,246980,VA
VT - 0,2018,Vermont,0,188547,Peter Welch,democrat,272451,VT
WA - 1,2018,Washington,1,197209,Suzan DelBene,democrat,332743,WA
WA - 10,2018,Washington,10,166215,Denny Heck,democrat,270075,WA
WA - 2,2018,Washington,2,210187,Rick Larsen,democrat,294833,WA
WA - 3,2018,Washington,3,161819,Jaime Herrera Beutler,republican,307226,WA
WA - 4,2018,Washington,4,141551,Dan Newhouse,republican,225336,WA
WA - 5,2018,Washington,5,175422,Cathy McMorris Rodgers,republican,320347,WA
WA - 6,2018,Washington,6,206409,Derek Kilmer,democrat,323086,WA
WA - 7,2018,Washington,7,329800,Pramila Jayapal,democrat,394681,WA
WA - 8,2018,Washington,8,164089,Kim Schrier,democrat,313057,WA
WA - 9,2018,Washington,9,163345,Adam Smith,democrat,240567,WA
WI - 1,2018,Wisconsin,1,177492,Bryan Steil,republican,325317,WI
WI - 2,2018,Wisconsin,2,309116,Mark Pocan,democrat,317295,WI
WI - 3,2018,Wisconsin,3,187888,Ron Kind,democrat,314989,WI
WI - 4,2018,Wisconsin,4,206487,Gwen S. Moore,democrat,273087,WI
WI - 5,2018,Wisconsin,5,225619,"F. James Sensenbrenner, Jr.",republican,364288,WI
WI - 6,2018,Wisconsin,6,180311,Glenn Grothman,republican,325065,WI
WI - 7,2018,Wisconsin,7,194061,Sean P. Duffy,republican,322840,WI
WI - 8,2018,Wisconsin,8,209410,Mike Gallagher,republican,328774,WI
WV - 1,2018,West Virginia,1,127997,David B McKinley,republican,198214,WV
WV - 2,2018,West Virginia,2,110504,Alex X. Mooney,republican,204792,WV
WV - 3,2018,West Virginia,3,98645,Carol Miller,republican,174985,WV
WY - 0,2018,Wyoming,0,127963,Liz Cheney,republican,201245,WY
